,OBJECT_NAME,SEMIAXIS,ECCENTRICITY,INCLINATION
6992,SL-8 R/B,7926.0,0.009210194297249558,74.03
7008,SL-8 R/B,7353.0,0.001903984768121855,82.95
7094,SL-8 R/B,7345.5,0.003607650942754067,82.95
7209,SL-3 R/B,7226.0,0.008026570716855799,81.24
7218,THOR BURNER 2A R/B,7184.0,0.00626391982182628,98.98
7227,SCOUT D-1 R/B,7124.5,0.01059723489367675,97.85
7272,SL-8 R/B,7925.0,0.007570977917981073,74.02
7274,SL-3 R/B,7248.0,0.00565673289183223,81.24
7283,SL-8 R/B,7754.0,0.0016765540366262574,74.04
7323,TITAN 3C TRANSTAGE R/B,42040.5,0.0032230825037761206,4.34
7349,SL-8 R/B,7349.5,0.001836859650316348,82.95
7363,SL-3 R/B,7250.0,0.004965517241379311,81.23
7372,SL-6 R/B(2),26041.0,0.7174455666065052,64.19
7399,SL-12 R/B(AUX MOTOR),22648.5,0.6500872022429741,44.98
7411,THOR BURNER 2A R/B,7192.0,0.004449388209121246,98.64
7425,SL-8 R/B,7764.5,0.0043145083392362674,74.05
7433,SL-8 R/B,7144.0,0.0020996640537514,74.05
7442,SL-8 R/B,7958.5,0.013130615065653075,74.04
7476,SL-8 R/B,7362.5,0.0031918505942275044,82.94
7492,SL-3 R/B,7245.0,0.008557625948930296,81.16
7531,THORAD DELTA 1 R/B,7885.0,0.006594800253646164,101.6
7544,ATLAS CENTAUR R/B,24880.5,0.7186953638391511,26.1
7574,SL-3 R/B,7232.5,0.004908399585205669,81.25
7593,SL-8 R/B,7345.0,0.0017699115044247787,82.94
7615,DELTA 1 R/B,7252.0,0.018753447324875896,97.75
7628,SL-6 R/B(2),26524.5,0.5538841448472167,68.92
7646,DIAMANT B-P4 R/B,7334.0,0.0218161985274066,49.82
7664,SL-8 R/B,7758.0,0.0024490848156741426,69.23
7685,SL-8 R/B,7966.0,0.01631935726839066,74.0
7687,TITAN 34B R/B,15203.5,0.5651001414148058,63.26
7714,SL-3 R/B,7247.5,0.005174197999310107,81.22
7734,DELTA 1 R/B,7186.0,0.0025048705816866127,114.97
7736,SL-8 R/B,7339.5,0.0017031132910961238,82.99
7768,SL-8 R/B,7359.5,0.0018343637475371967,82.97
7799,SL-6 R/B(2),26892.0,0.6867098021716496,63.76
7816,THOR BURNER 2 R/B,7205.0,0.005412907702984039,98.73
7830,SL-8 R/B,7967.0,0.013179364880130539,73.99
7901,ATLAS CENTAUR R/B,24889.5,0.7222925329958416,25.42
7945,DELTA 1 R/B,7436.5,0.0046392792308209505,99.7
7963,ATLAS AGENA R/B,41662.5,0.11956795679567957,10.9
8017,SL-6 R/B(2),21745.0,0.6582202805242584,63.31
8026,SL-3 R/B,7245.5,0.0057276930508591535,81.3
8072,SL-8 R/B,7355.5,0.0019713139827340085,82.9
8133,DELTA 1 R/B(2),23546.0,0.7132846343327954,13.35
8293,SL-3 R/B,7241.0,0.010771992818671455,81.21
8294,SL-8 R/B,7961.5,0.012748853859197388,74.01
8325,SL-8 R/B,7557.0,0.0025142252216488023,82.96
8330,ATLAS CENTAUR R/B,24809.5,0.7214776597674278,22.3
8343,SL-8 R/B,7136.0,0.002242152466367713,74.05
8351,N-1 R/B,7410.0,0.008502024291497975,46.99
8420,SL-8 R/B,7352.5,0.002244134648078885,82.98
8458,SL-8 R/B,7144.5,0.0014696619777451185,74.06
8515,TITAN 3C TRANSTAGE R/B,42086.0,0.0013306087535047285,3.87
8519,SL-3 R/B,7239.5,0.0026935561848193935,81.28
8545,SL-12 R/B(AUX MOTOR),16811.0,0.5950270656118017,46.02
8596,SL-8 R/B,7358.5,0.002514099340898281,82.97
8598,NTS 1 AKM,19990.0,0.00575287643821911,124.66
8614,SL-8 R/B,7966.5,0.013242954873532919,74.05
8620,ATLAS CENTAUR R/B,24919.5,0.7198178133590161,21.8
8645,SL-8 R/B,7363.0,0.0006790710308298248,82.97
8709,N-1 R/B,7377.5,0.001423246357167062,69.68
8750,TITAN 3C TRANSTAGE R/B,42719.0,0.012289613520915751,20.57
8751,SOLRAD 11A/B PKM,75872.5,0.4365547464496359,21.45
8752,SOLRAD 11A/B AKM,129100.0,0.032153369481022466,15.01
8799,SL-3 R/B,7236.0,0.009397457158651189,81.25
8821,LAGEOS 1 AKM,12268.5,0.004360761299262338,109.86
8839,ATLAS CENTAUR R/B,24783.0,0.7171448170116612,21.88
8845,SL-3 R/B,7241.5,0.003659462818476835,81.22
8860,SCOUT B-1 R/B,7389.5,0.004127478178496516,99.92
8871,TITAN 34B R/B,21212.5,0.6929640542133176,62.79
8873,SL-8 R/B,7359.0,0.0025818725370294875,82.96
8896,SL-8 R/B,7965.5,0.012491369028937292,74.0
8917,TITAN 3C TRANSTAGE R/B,42086.0,0.0010454783063251437,4.34
8923,SL-8 R/B,7142.5,0.0014700735036751837,74.06
9012,SL-8 R/B,7904.0,0.07059716599190283,65.86
9022,SL-8 R/B,7134.5,0.0016118859065106174,74.04
9043,SL-8 R/B,7355.0,0.001495581237253569,82.98
9061,SL-8 R/B,7347.0,0.0027221995372260785,82.93
9062,DELTA 1 R/B,7840.5,0.0061858299853325685,101.98
9270,TITAN 34B AGENA R/B,22178.5,0.6785625718601348,63.55
9328,ATLAS CENTAUR R/B,24691.5,0.7184861187048175,22.04
9329,THORAD DELTA 1 R/B(2),24225.5,0.7192214814967699,12.58
9443,SL-8 R/B,7140.0,0.0014005602240896359,74.05
9481,SL-3 R/B,7245.0,0.008557625948930296,81.26
9509,SL-8 R/B,7350.0,0.0024489795918367346,82.94
9597,SL-8 R/B,7952.5,0.013643508330713611,74.01
9612,SL-8 R/B,7350.5,0.003061016257397456,82.96
9637,SL-8 R/B,7347.5,0.003198366791425655,82.94
9661,SL-3 R/B,7268.0,0.005228398458998349,81.28
9737,SL-8 R/B,7364.0,0.0017653449212384573,82.96
9785,DELTA 1 R/B(1),7286.5,0.04124065051808138,28.01
9847,SL-8 R/B,7357.5,0.0016989466530750934,82.95
9854,TITAN 3C TRANSTAGE R/B,42171.0,0.001517630599226957,5.0
9903,SL-3 R/B,7247.0,0.005381537187801849,81.26
9920,SL-6 R/B(2),26708.5,0.5676282831308385,72.45
9997,SMS 1 AKM,38221.5,0.027563020812893267,5.9
10001,TITAN 3C TRANSTAGE R/B,43541.0,0.028318136928412303,10.22
10010,SL-8 R/B,7918.0,0.07072493053801465,65.86
10019,SL-8 R/B,7348.0,0.00326619488296135,82.95
10024,ATLAS CENTAUR R/B,24761.0,0.7200436169783127,21.18
10061,DELTA 1 R/B(1),7494.5,0.07305357261992128,28.42
10088,SL-6 R/B(2),26672.0,0.590881823635273,66.36
10095,SL-14 R/B,6973.5,0.004230300423030043,75.83
10113,SL-3 R/B,6851.0,0.0010217486498321413,97.52
10120,SL-8 R/B,7147.0,0.0019588638589618022,74.04
10137,SL-8 R/B,7363.0,0.0021730272986554395,82.94
10141,SL-8 R/B,7346.0,0.004219983664579363,82.97
10143,DELTA 1 R/B(1),7546.5,0.08474127078778242,29.06
10154,SL-6 R/B(2),22996.0,0.681466341972517,64.12
10166,SL-6 R/B(2),26626.5,0.7248230146658404,63.6
10292,SL-8 R/B,7948.0,0.01346250629089079,74.03
10294,DELTA 1 R/B(1),7850.5,0.07661932360996115,27.1
10354,SL-8 R/B,7356.0,0.0033985861881457315,82.97
10460,SL-8 R/B,7352.5,0.0031961917715062904,82.95
10461,SCOUT D-1 R/B,7456.5,0.002615167974250654,89.64
10484,SL-6 R/B(2),26850.0,0.7279702048417133,63.77
10489,DELTA 1 R/B(1),7761.5,0.11576370546930362,28.3
10491,SL-8 R/B,7564.0,0.0021152829190904283,82.92
10512,SL-8 R/B,7346.5,0.0025182059484108077,65.84
10514,SL-3 R/B,7241.0,0.002623946968650739,81.25
10516,DELTA 1 R/B(1),7470.5,0.08265845659594405,28.66
10520,SL-8 R/B,7131.0,0.001963259009956528,74.03
10536,SL-8 R/B,7358.5,0.002106407555887749,82.93
10540,SL-14 R/B,7309.5,0.029892605513373006,75.84
10590,SL-8 R/B,7956.0,0.014580191050779286,74.03
10599,SL-8 R/B,7346.5,0.004832233036139658,82.94
10674,N-1 R/B,7469.5,0.015864515697168485,69.36
10676,SL-8 R/B,7133.0,0.0015421281368288237,74.04
10692,SL-8 R/B,7350.5,0.002244745255424801,82.99
10703,DELTA 1 R/B,7313.0,0.007247367701353754,98.88
10721,ATLAS CENTAUR R/B,24834.0,0.7151083192397519,21.08
10722,DELTA 1 R/B(2),8560.0,0.23481308411214954,29.28
10731,SL-8 R/B,7358.0,0.0019026909486273443,82.93
10744,SL-8 R/B,7346.5,0.003471040631593276,82.93
10776,SL-8 R/B,7350.5,0.002516835589415686,82.94
10778,ATLAS CENTAUR R/B,24768.0,0.7194363695090439,21.17
10792,DELTA 1 R/B(1),7614.0,0.08773312319411611,28.22
10855,DELTA 1 R/B(1),8924.5,0.10941789455991932,27.95
10893,ATLAS F R/B,14384.5,0.5174667176474678,63.8
10917,SL-8 R/B,7351.0,0.0031288260100666575,82.91
10937,SL-8 R/B,7964.0,0.013309894525364139,74.02
10941,TITAN 3C TRANSTAGE R/B,42347.0,0.14411882778000804,9.6
10948,SL-6 R/B(2),26870.5,0.7327180365084386,63.85
10953,DELTA 1 R/B(1),7439.5,0.06902345587741111,28.43
10961,SL-8 R/B,7129.5,0.0025948523739392666,74.08
10973,SL-14 R/B,6979.5,0.0017909592377677484,82.48
10975,ATLAS CENTAUR R/B,24793.0,0.7172992376880571,22.14
10991,SL-8 R/B,7348.5,0.001837109614206981,82.93
11027,M-3H R/B,11295.0,0.40965028773793716,31.23
11050,SL-8 R/B,7968.5,0.013616113446696367,74.04
11075,SL-6 R/B(2),26691.0,0.6699636581619273,65.6
11078,SL-6 R/B(2),24704.0,0.7147020725388601,63.88
11086,SL-14 R/B,8072.0,0.0009910802775024777,82.55
11111,SL-8 R/B,7142.5,0.0032901645082254113,74.03
11135,SL-8 R/B,7974.0,0.013167795334838224,74.01
11141,ATLAS F R/B,13815.5,0.462560167927328,64.31
11146,TITAN 3C TRANSTAGE R/B,44096.0,0.025512518142235124,12.16
11165,SL-3 R/B,7223.5,0.006575759673288572,81.24
11169,SL-8 R/B,7554.5,0.002581242967767556,82.97
11238,SL-8 R/B,7356.0,0.0042142468733007065,82.93
11266,SL-14 R/B,6973.5,0.0016491001649100165,82.52
11288,SL-3 R/B,7231.0,0.007467846770847739,81.24
11303,SL-8 R/B,7952.0,0.014461770623742454,74.04
11308,SL-8 R/B,7351.0,0.0019045027887362263,82.97
11320,SL-8 R/B,7353.5,0.00183586047460393,82.93
11326,SL-8 R/B,7352.5,0.002652159129547773,82.95
11378,SL-8 R/B,7350.0,0.0020408163265306124,82.94
11426,SL-8 R/B,7142.0,0.0019602352282273874,74.02
11435,TITAN 3C TRANSTAGE R/B,42399.0,0.005943536404160475,8.34
11510,SL-8 R/B,7143.5,0.0014698677119059284,74.03
11545,SL-8 R/B,7960.5,0.012624835123421895,74.02
11549,SL-6 R/B(2),26493.5,0.7523543510672429,62.28
11559,TITAN 3C TRANSTAGE R/B,42333.0,0.13299317317459192,5.56
11566,SL-12 R/B(2),41962.5,0.004372952040512362,2.28
11567,SL-12 R/B(2),42098.0,0.001591524537982802,4.15
11568,SL-12 R/B(2),41834.0,0.0011712960749629489,4.35
11569,SL-12 R/B(2),42890.0,0.0010258801585451155,7.26
11570,SL-12 R/B(2),41883.0,0.001098297638660077,5.12
11573,SL-8 R/B,7131.0,0.0016827934371055953,74.07
11585,SL-8 R/B,7345.0,0.002586793737236215,82.94
11607,SL-3 R/B,7249.5,0.005310711083523002,81.21
11622,TITAN 3C TRANSTAGE R/B,43613.0,0.02946369201843487,11.56
11635,DELTA 1 R/B(1),7967.5,0.1263256981487292,28.22
11667,SL-8 R/B,7357.0,0.002310724480086992,82.95
11671,SL-14 R/B,6976.5,0.0017917293771948686,82.51
11675,SL-12 R/B(2),42202.5,0.002405070789645163,3.97
11680,SL-8 R/B,7357.5,0.0037376826367652057,82.93
11683,SL-12 R/B(2),42615.0,0.00173647776604482,8.36
11698,SL-8 R/B,7959.0,0.014197763538132931,74.01
11704,ATLAS 35F R/B,14491.5,0.4794189697408826,64.43
11727,SL-12 R/B(2),42923.0,0.001560934697015586,8.81
11735,SL-8 R/B,7353.5,0.0033317467872441696,82.95
11750,SL-8 R/B,7351.5,0.002108413248996803,65.84
11791,DELTA 1 R/B(2),17609.5,0.6118572361509412,17.81
11803,SL-8 R/B,7354.0,0.0020397062822953495,82.94
11846,SL-6 R/B(2),26648.0,0.6721329930951666,66.57
11861,SL-12 R/B(2),42830.5,0.003140285544179965,9.12
11869,SL-8 R/B,7143.5,0.0016098551130398265,74.06
11882,SL-8 R/B,7953.5,0.013390331300685234,74.02
11887,SL-6 R/B(2),26662.0,0.7183257069987248,64.33
11908,SL-6 R/B(2),26891.0,0.7138447807816741,63.08
11925,SL-12 R/B(2),41795.5,0.3119594214688184,11.79
11939,TITAN 3C TRANSTAGE R/B,42364.5,0.002985990628946406,2.56
11940,SL-12 R/B(2),42939.0,0.0016069307622441137,8.01
11962,SL-3 R/B,7237.5,0.007530224525043178,81.28
11969,GOES 4 AKM,48399.0,0.1642802537242505,17.8
11983,DELTA 1 R/B(2),8777.0,0.24985758231742053,26.04
12085,SL-6 R/B(2),26690.5,0.6444053127517282,64.9
12087,SL-8 R/B,7352.0,0.004896626768226333,82.94
12091,SL-8 R/B,7351.5,0.002924573216350405,82.94
12114,SL-8 R/B,7833.0,0.0019149751053236309,73.99
12138,SL-8 R/B,6984.5,0.03486291073090415,82.94
12149,SL-8 R/B,7351.0,0.005713508366208679,65.82
12297,SL-8 R/B,7353.0,0.0029919760641914863,82.95
12310,SL-6 R/B(2),26204.0,0.5701419630590749,70.02
12327,SL-8 R/B,7954.0,0.014961025898918782,74.03
12362,ATLAS CENTAUR R/B,24817.0,0.7180964661320869,19.97
